allocation_nodes,constraints,flags,group,nodes,partition,priority,qos,working_directory,required-CPUs,required-memory,state-reason,steps-nodes-list,steps-nodes-count,steps-nodes-range,steps-time-elapsed,steps-time-end,steps-time-start,steps-time-system-seconds,steps-time-system-microseconds,steps-time-total-seconds,steps-time-total-microseconds,steps-time-user-seconds,steps-time-user-microseconds,steps-statistics-CPU-actual_frequency,steps-step-job_id,steps-step-id,steps-step-name,steps-tres-requested-max-cpu,steps-tres-requested-max-cpu-node,steps-tres-requested-max-mem,steps-tres-requested-max-energy,steps-tres-requested-max-fs,steps-tres-requested-max-vmem,steps-tres-consumed-max-energy,steps-tres-consumed-max-fs,steps-tres-allocated-cpu,steps-tres-allocated-mem,tres-allocated-cpu,tres-allocated-mem
1,,STARTED_ON_SCHEDULE,staff,e1788,standard,1417,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1788'],1,e1788,9482,1672529962,1672520480,6495,73165,150078,718945,143583,645780,0,25977766,batch,batch,150077410,e1788,8399224832,0,229099898492,303169536,4294967294,112671943280,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2281,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2281'],1,e2281,9932,1672555653,1672545721,6670,669326,155892,1158197,149222,488871,0,26081263,batch,batch,155892610,e2281,8427806720,0,229072326206,303730688,4294967294,112643415366,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1901,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1901'],1,e1901,10601,1672595012,1672584411,7567,466570,180730,986687,173163,520117,0,26081264,batch,batch,180730980,e1901,8402841600,0,229118573850,303890432,4294967294,112683079815,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1403,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1403'],1,e1403,9408,1672604330,1672594922,6593,127377,153235,366867,146642,239490,0,26081265,batch,batch,153234590,e1403,8400236544,0,24560330,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1893,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1893'],1,e1893,10631,1672629296,1672618665,7836,886703,181753,1207955,173917,321252,0,26081267,batch,batch,181754220,e1893,8436871168,0,229282870990,303169536,4294967294,112809595219,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1254,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1254'],1,e1254,10971,1672650208,1672639237,8531,870832,182142,1743421,173611,872589,0,26081268,batch,batch,182142630,e1254,8399478784,0,229264283205,303169536,4294967294,112790123032,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1978,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1978'],1,e1978,10694,1672671495,1672660801,7615,634732,177214,1350006,169599,715274,0,26081269,batch,batch,177214140,e1978,8402087936,0,232468898151,303169536,4294967294,115988352375,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1645,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1645'],1,e1645,11160,1672693589,1672682429,7433,656232,178155,1459871,170722,803639,0,26081270,batch,batch,178155330,e1645,8398995456,0,229332199984,303730688,4294967294,112876887931,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1645,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1645'],1,e1645,20746,1672746353,1672725607,7703,801722,178147,1176480,170444,374758,0,26081272,batch,batch,178147040,e1645,8402829312,0,229394621732,303730688,4294967294,112966972475,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1804,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1804'],1,e1804,13028,1672760229,1672747201,8265,991067,183572,1325564,175307,334497,0,26081273,batch,batch,183572750,e1804,8417312768,0,232612830122,303169536,4294967294,116203993127,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1707,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1707'],1,e1707,11560,1672780360,1672768800,8430,459986,184255,625969,175825,165983,0,26081274,batch,batch,184254080,e1707,8422039552,0,229374326299,303730688,4294967294,112977676412,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1212,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1212'],1,e1212,11426,1672801826,1672790400,7748,198334,183057,1060338,175309,862004,0,26081275,batch,batch,183057530,e1212,8425181184,0,229337518230,303169536,4294967294,112959612990,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1286,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1286'],1,e1286,13664,1672847264,1672833600,6915,172663,163760,855009,156845,682346,0,26081277,batch,batch,163759720,e1286,8402571264,0,229330114279,303169536,4294967294,112966744798,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1286,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1286'],1,e1286,9858,1672865070,1672855212,6793,213323,162796,721681,156003,508358,0,26081278,batch,batch,162796200,e1286,8403369984,0,229298338400,303169536,4294967294,112928709879,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1224,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1224'],1,e1224,9837,1672886643,1672876806,7264,734531,165932,1449520,158668,714989,0,26081279,batch,batch,165931790,e1224,8402051072,0,24548039,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1224,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1224'],1,e1224,10697,1672909124,1672898427,7608,873131,183494,1615086,175886,741955,0,26081280,batch,batch,183489640,e1224,8409767936,0,24513643,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1278,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1278'],1,e1278,11707,1672931729,1672920022,7442,716104,182415,1021680,174973,305576,0,26081281,batch,batch,182414180,e1278,8409612288,0,229227217361,303730688,4294967294,112819365551,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1162,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1162'],1,e1162,11128,1672952748,1672941620,8182,767833,184620,1145642,176438,377809,0,26081282,batch,batch,184620150,e1162,8403374080,0,24504524,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1468,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1468'],1,e1468,10625,1672973850,1672963225,7418,353600,181569,622287,174151,268687,0,26081284,batch,batch,181569130,e1468,8414396416,0,232410967920,303169536,4294967294,116002442488,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1224,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1224'],1,e1224,11969,1673018379,1673006410,7541,546797,185303,1468714,177762,921917,0,26081286,batch,batch,185303080,e1224,8404058112,0,229104613125,303730688,4294967294,112721397987,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1875,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1875'],1,e1875,16374,1673044388,1673028014,7532,665380,181584,706790,174052,41410,0,26081287,batch,batch,181584440,e1875,8401739776,0,229217633641,303169536,4294967294,112809838166,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1402,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1402'],1,e1402,11349,1673061007,1673049658,7828,805743,185326,953593,177498,147850,0,26081288,batch,batch,185326740,e1402,8405827584,0,229252006113,303730688,4294967294,112844782681,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1402,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1402'],1,e1402,10810,1673082063,1673071253,7838,884388,183493,1352500,175655,468112,0,26081289,batch,batch,183494410,e1402,8406384640,0,229234217563,303730688,4294967294,112809811019,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1224,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1224'],1,e1224,10864,1673103696,1673092832,8303,810715,185800,1456323,177497,645608,0,26081290,batch,batch,185801250,e1224,8432812032,0,232587723893,303730688,4294967294,116200667926,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1402,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1402'],1,e1402,10760,1673146794,1673136034,7898,56526,184529,406398,176631,349872,0,26081292,batch,batch,184528940,e1402,8396574720,0,229241590376,303730688,4294967294,112896023142,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1096,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1096'],1,e1096,10645,1673168255,1673157610,7834,443979,179511,517005,171677,73026,0,26081293,batch,batch,179512050,e1096,8407650304,0,229232378237,303730688,4294967294,112875274205,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1096,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1096'],1,e1096,10520,1673189728,1673179208,7613,182750,178840,1013013,171227,830263,0,26081294,batch,batch,178840370,e1096,8421208064,0,229226496197,303730688,4294967294,112870943706,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1875,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1875'],1,e1875,10757,1673211609,1673200852,7859,948325,182523,1172278,174664,223953,0,26081295,batch,batch,182524450,e1875,8400670720,0,229220060043,303169536,4294967294,112869850864,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1875,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1875'],1,e1875,10678,1673233086,1673222408,7768,815700,183150,1784257,175382,968557,0,26081296,batch,batch,183150640,e1875,8394940416,0,229194480917,303169536,4294967294,112822493050,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1224,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1224'],1,e1224,10738,1673254749,1673244011,8169,95640,184078,189522,175909,93882,0,26081297,batch,batch,184077600,e1224,8404889600,0,24524586,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1858,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1858'],1,e1858,10982,1673276938,1673265956,8149,969193,183875,1221037,175726,251844,0,26081298,batch,batch,183875990,e1858,8395874304,0,232473972591,303169536,4294967294,116080625377,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1096,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1096'],1,e1096,22073,1673309274,1673287201,7701,640995,176832,1073278,169131,432283,0,26081299,batch,batch,176830830,e1096,8403062784,0,229066689867,303730688,4294967294,112699138863,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1472,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1472'],1,e1472,14140,1673344587,1673330447,8135,324314,190788,374488,182653,50174,0,26081301,batch,batch,190787840,e1472,8187695104,0,229113627293,303169536,4294967294,112765474844,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1096,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1096'],1,e1096,11543,1673363587,1673352044,7651,425334,176359,814530,168708,389196,0,26081302,batch,batch,176359030,e1096,8401367040,0,24718195,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1096,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1096'],1,e1096,10665,1673384300,1673373635,7592,875485,177017,1660228,169425,784743,0,26081303,batch,batch,177018000,e1096,8425189376,0,229118978491,303730688,4294967294,112739540922,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1310,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1310'],1,e1310,11652,1673428479,1673416827,8278,615018,183962,1041070,175684,426052,0,26081305,batch,batch,183962990,e1310,8404717568,3149556,229154878905,303169536,352,112779791095,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1753,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1753'],1,e1753,13588,1673452006,1673438418,8291,154856,185401,469774,177110,314918,0,26081310,batch,batch,185400900,e1753,8426221568,3522726,229112908128,304267264,364,112762443199,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1328,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1328'],1,e1328,10912,1673470939,1673460027,7529,917685,182063,1859154,174534,941469,0,26081311,batch,batch,182063880,e1328,8407416832,3201576,229111898130,303169536,380,112745198697,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1194,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1194'],1,e1194,11529,1673493179,1673481650,8251,370581,184332,495234,176081,124653,0,26081312,batch,batch,184332740,e1194,8405786624,3304818,229060418455,303169536,376,112657198522,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1104,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1104'],1,e1104,11442,1673514684,1673503242,8745,615438,185477,996978,176732,381540,0,26081313,batch,batch,185478160,e1104,8203055104,0,232233815026,303169536,4294967294,115815371890,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1557,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1557'],1,e1557,11141,1673535941,1673524800,7505,57518,179997,1050457,172492,992939,0,26081314,batch,batch,179996770,e1557,8398876672,4501440,232191464523,303730688,468,115775461846,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1212,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1212'],1,e1212,10586,1673556995,1673546409,7951,175944,173788,1035827,165837,859883,0,26081315,batch,batch,173788110,e1212,8395812864,4689870,228998847932,303169536,516,112581144001,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1137,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1137'],1,e1137,10819,1673578836,1673568017,7545,47905,179041,132713,171496,84808,0,26081316,batch,batch,179040760,e1137,8401498112,0,228984435807,303730688,4294967294,112587035481,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1212,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1212'],1,e1212,12497,1673602099,1673589602,7682,412366,181367,701930,173685,289564,0,26081317,batch,batch,181368750,e1212,8403521536,5683542,228996422759,303169536,536,112592295900,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1375,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1375'],1,e1375,9807,1673621029,1673611222,7313,984142,161717,1529896,154404,545754,0,26081318,batch,batch,161718130,e1375,8401858560,0,228977534651,303730688,4294967294,112589023036,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1722,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1722'],1,e1722,10955,1673643761,1673632806,7548,387319,180388,1382865,172840,995546,0,26081319,batch,batch,180388660,e1722,8400379904,4852240,232243138053,303730688,516,115850746825,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1106,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1106'],1,e1106,11235,1673665687,1673654452,7048,888728,180109,1425843,173061,537115,0,26081320,batch,batch,180110080,e1106,8410263552,4297332,229053286715,303730688,456,112666006744,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2200,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2200'],1,e2200,11367,1673687367,1673676000,8035,141287,192067,468352,184032,327065,0,26081321,batch,batch,192064650,e2200,8389160960,3402144,229031692971,303730688,376,112663265740,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1529,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1529'],1,e1529,10780,1673708392,1673697612,7457,926982,181987,1021187,174530,94205,0,26081322,batch,batch,181988040,e1529,8399278080,4644208,229103172505,303169536,512,112728988342,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1180,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1180'],1,e1180,11720,1673752532,1673740812,7499,942490,179622,1282161,172123,339671,0,26081324,batch,batch,179622520,e1180,8425721856,4996480,228969185929,303169536,500,112551753670,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1491,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1491'],1,e1491,11073,1673773495,1673762422,7289,92423,181639,842549,174350,750126,0,26081325,batch,batch,181637530,e1491,8397840384,3262350,232243779755,303169536,380,115833489706,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1103,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1103'],1,e1103,10558,1673794558,1673784000,7160,232531,180679,795614,173519,563083,0,26081326,batch,batch,180679280,e1103,8391237632,3379810,24525164,303169536,396,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1103,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1103'],1,e1103,10656,1673816279,1673805623,7229,622339,179455,1323912,172226,701573,0,26081327,batch,batch,179454240,e1103,8419102720,3371016,228980802750,303169536,384,112521907381,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1106,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1106'],1,e1106,11177,1673838386,1673827209,7249,440598,179435,453039,172186,12441,0,26081328,batch,batch,179433080,e1106,8385884160,3328880,228978378882,303730688,364,112510798485,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1176,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1176'],1,e1176,10748,1673859548,1673848800,8192,653142,183852,1208982,175660,555840,0,26081329,batch,batch,183852700,e1176,8412217344,3210508,232183580298,303730688,408,115748306910,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1197,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1197'],1,e1197,10918,1673881326,1673870408,7544,372006,181702,1193829,174158,821823,0,26081330,batch,batch,181701740,e1197,8408895488,4856196,228893784924,303169536,516,112513219398,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2028,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2028'],1,e2028,9496,1673923098,1673913602,6238,86178,147553,872915,141315,786737,0,26081332,batch,batch,147552060,e2028,8422039552,2949396,228811214981,303169536,412,112448184086,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1178,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1178'],1,e1178,10974,1673989398,1673978424,8126,282886,188100,761776,179974,478890,0,26081335,batch,batch,188100060,e1178,8401408000,3328998,24496673,303730688,384,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1111,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1111'],1,e1111,11156,1674011180,1674000024,8030,912644,188439,961762,180409,49118,0,26081336,batch,batch,188440210,e1111,8397774848,3001260,24496212,303730688,340,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1170,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1170'],1,e1170,10986,1674032623,1674021637,8154,663158,187863,1520096,179709,856938,0,26081337,batch,batch,187863460,e1170,8399589376,3277290,229019168480,303730688,380,112675102781,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1278,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1278'],1,e1278,10918,1674118955,1674108037,8236,650577,188274,1298289,180038,647712,0,26081341,batch,batch,188274610,e1278,8425992192,3447710,24491367,303730688,388,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1466,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1466'],1,e1466,11910,1674141520,1674129610,8280,891776,187344,968819,179064,77043,0,26081342,batch,batch,187344240,e1466,8423141376,4421206,229021640142,303730688,476,112662142266,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1095,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1095'],1,e1095,10684,1674183517,1674172833,8137,896700,188107,1869964,179970,973264,0,26081344,batch,batch,188107570,e1095,8396505088,3452238,228991266941,303169536,396,112673438823,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2282,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2282'],1,e2282,11111,1674248728,1674237617,7502,88970,187322,580004,179820,491034,0,26081347,batch,batch,187311710,e2282,8421404672,3489432,228966173030,303169536,392,112639014979,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1146,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1146'],1,e1146,10240,1674312640,1674302400,7112,34491,173247,697253,166135,662762,0,26081350,batch,batch,173246300,e1146,8390983680,0,229029608625,303169536,4294967294,112677138004,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2203,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2203'],1,e2203,11027,1674335048,1674324021,7938,832741,184959,1424886,177021,592145,0,26081351,batch,batch,184959350,e2203,8402079744,3333506,229084295464,303169536,376,112670197882,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e2193,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e2193'],1,e2193,10682,1674356290,1674345608,7610,633471,178389,883712,170779,250241,0,26081352,batch,batch,178389520,e2193,8400678912,3369444,24466247,303169536,380,779489,24,49152,24,49152
1,,STARTED_ON_BACKFILL,staff,e1103,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1103'],1,e1103,10594,1674421522,1674410928,7641,618978,177877,1049479,170236,430501,0,26081355,batch,batch,177877800,e1103,8404471808,5096554,232400911103,303169536,552,115932036682,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1118,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1118'],1,e1118,10914,1674442927,1674432013,8177,702176,178168,731258,169991,29082,0,26081356,batch,batch,178168790,e1118,8404365312,3155900,229177737953,303730688,376,112709452257,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1103,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1103'],1,e1103,10567,1674464174,1674453607,7687,124339,177317,341706,169630,217367,0,26081357,batch,batch,177316690,e1103,8401334272,4498488,229193222756,303169536,492,112712189378,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1404,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1404'],1,e1404,11070,1674507885,1674496815,7909,707988,179025,1174265,171116,466277,0,26081359,batch,batch,179025120,e1404,8412127232,0,24489273,303730688,4294967294,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1111,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1111'],1,e1111,10840,1674529247,1674518407,8049,234226,179856,815543,171807,581317,0,26081360,batch,batch,179856510,e1111,8412946432,2907942,229243264119,303730688,340,112744876522,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1111,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1111'],1,e1111,10829,1674550841,1674540012,8160,34820,183161,802475,175001,767655,0,26081361,batch,batch,183160380,e1111,8402931712,3148486,229248836175,303730688,384,112772171099,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1500,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1500'],1,e1500,12039,1674573647,1674561608,7718,836082,182494,1821642,174776,985560,0,26081362,batch,batch,182486060,e1500,8398958592,3947174,229268259292,303169536,476,112808581064,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1500,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1500'],1,e1500,10914,1674615739,1674604825,7938,463608,185829,640856,177891,177248,0,26081364,batch,batch,185829350,e1500,8403943424,3168948,24519438,303169536,356,779489,24,49152,24,49152
1,,STARTED_ON_SCHEDULE,staff,e1500,standard,1434,normal,/mnt/storage_2/scratch/grant_68/kulka/test/dev/prod-run,24,2048,BeginTime,['e1500'],1,e1500,11024,1674637447,1674626423,7844,269265,186230,597365,178386,328100,0,26081365,batch,batch,186221600,e1500,8403742720,3193772,229322519775,303169536,352,112959919046,24,49152,24,49152
